id,story_event_id,chara_id,card_id,rarity_1,rarity_2,rarity_3,rarity_4,rarity_5,start_date,end_date
1,1001,1001,0,0,0,10,12,15,1750897800,1752098399
2,1001,1015,0,0,0,10,12,15,1750897800,1752098399
3,1001,1002,0,0,0,5,7,10,1750897800,1752098399
4,1001,1003,0,0,0,5,7,10,1750897800,1752098399
5,1001,1026,0,0,0,10,12,15,1751493600,1752098399
6,1002,1003,100301,0,0,5,7,10,1752703200,1754085599
7,1002,1003,100302,0,0,10,12,15,1752703200,1754085599
8,1002,1013,101301,0,0,5,7,10,1752703200,1754085599
9,1002,1013,101302,0,0,10,12,15,1752703200,1754085599
10,1002,1060,106001,1,3,5,7,10,1752703200,1754085599
11,1003,1024,102401,0,3,5,7,10,1756418400,1757541599
12,1003,1024,102402,0,0,10,12,15,1756418400,1757541599
13,1003,1018,101801,0,3,5,7,10,1756418400,1757541599
14,1003,1018,101802,0,0,10,12,15,1756418400,1757541599
15,1004,1014,101402,0,0,10,12,15,1758492000,1759615199
16,1004,1011,101102,0,0,10,12,15,1758492000,1759615199
17,1004,1014,101401,0,3,5,7,10,1758492000,1759615199
18,1004,1011,101101,0,3,5,7,10,1758492000,1759615199
19,1004,1007,100701,0,3,5,7,10,1758492000,1759615199
20,1004,1020,102001,0,0,5,7,10,1758492000,1759615199
21,1004,1061,106101,1,3,5,7,10,1758492000,1759615199
22,1005,1001,100101,0,0,5,7,10,1760479200,1761602399
23,1005,1001,100102,0,0,10,12,15,1760479200,1761602399
24,1005,1004,100401,0,0,5,7,10,1760479200,1761602399
25,1005,1004,100402,0,0,10,12,15,1760479200,1761602399
26,1005,1009,100901,0,3,5,7,10,1760479200,1761602399
27,1005,1035,103501,1,3,5,7,10,1760479200,1761602399
28,1006,1030,103002,0,0,10,12,15,1764021600,1765058399
29,1006,1030,103001,0,0,5,7,10,1764021600,1765058399
30,1006,1045,104502,0,0,10,12,15,1764021600,1765058399
31,1006,1045,104501,0,3,5,7,10,1764021600,1765058399
32,1006,1026,102601,0,0,5,7,10,1764021600,1765058399
33,1007,1017,101702,0,0,10,12,15,1765749600,1766699999
34,1007,1017,101701,0,0,5,7,10,1765749600,1766699999
35,1007,1040,104002,0,0,10,12,15,1765749600,1766699999
36,1007,1040,104001,0,0,5,7,10,1765749600,1766699999
37,1007,1016,101601,0,0,5,7,10,1765749600,1766699999
38,1007,1038,103801,0,0,5,7,10,1765749600,1766699999
39,1008,1006,100602,0,0,10,12,15,1767650400,1768946399
40,1008,1006,100601,0,0,5,7,10,1767650400,1768946399
41,1008,1023,102302,0,0,10,12,15,1767650400,1768946399
42,1008,1023,102301,0,0,5,7,10,1767650400,1768946399
43,1008,1024,102401,0,3,5,7,10,1767650400,1768946399
44,1008,1050,105001,0,0,5,7,10,1767650400,1768946399
45,1008,1024,102402,0,0,5,7,10,1767650400,1768946399
46,1009,1052,105202,0,0,10,12,15,1769724000,1770674399
47,1009,1015,101502,0,0,10,12,15,1769724000,1770674399
48,1009,1052,105201,1,3,5,7,10,1769724000,1770674399
49,1009,1015,101501,0,0,5,7,10,1769724000,1770674399
50,1009,1056,105601,1,3,5,7,10,1769724000,1770674399
51,1009,1058,105801,0,0,5,7,10,1769724000,1770674399
52,1009,1056,105602,0,0,5,7,10,1769724000,1770674399
53,1010,1026,102602,0,0,10,12,15,1771452000,1772402399
54,1010,1037,103702,0,0,10,12,15,1771452000,1772402399
55,1010,1026,102601,0,0,5,7,10,1771452000,1772402399
56,1010,1037,103701,0,0,5,7,10,1771452000,1772402399
57,1010,1048,104801,0,0,5,7,10,1771452000,1772402399
58,1010,1041,104101,1,3,5,7,10,1771452000,1772402399
59,1011,1062,106201,0,5,10,12,15,1773352800,1774303199
60,1011,1068,106801,0,0,10,12,15,1773352800,1774303199
61,1011,1001,100101,0,0,5,7,10,1773352800,1774303199
62,1011,1001,100102,0,0,5,7,10,1773352800,1774303199
63,1011,1007,100701,0,3,5,7,10,1773352800,1774303199
64,1011,1015,101501,0,0,5,7,10,1773352800,1774303199
65,1011,1015,101502,0,0,5,7,10,1773352800,1774303199
66,1011,1027,102701,1,3,5,7,10,1773352800,1774303199
67,1011,1033,103301,0,0,5,7,10,1773352800,1774303199
68,1011,1041,104101,1,3,5,7,10,1773352800,1774303199
69,1011,1058,105801,0,0,5,7,10,1773352800,1774303199
70,1012,1020,102002,0,0,10,12,15,1775426400,1776549599
71,1012,1005,100502,0,0,10,12,15,1775426400,1776549599
72,1012,1020,102001,0,0,5,7,10,1775426400,1776549599
73,1012,1005,100501,0,0,5,7,10,1775426400,1776549599
74,1012,1017,101701,0,0,5,7,10,1775426400,1776549599
75,1012,1017,101702,0,0,5,7,10,1775426400,1776549599
76,1013,1061,106102,0,0,10,12,15,1777240800,1778277599
77,1013,1060,106002,0,0,10,12,15,1777240800,1778277599
78,1013,1061,106101,1,3,5,7,10,1777240800,1778277599
79,1013,1060,106001,1,3,5,7,10,1777240800,1778277599
80,1013,1039,103901,0,0,5,7,10,1777240800,1778277599
81,1014,1038,103802,0,0,10,12,15,1779141600,1780091999
82,1014,1022,102202,0,0,10,12,15,1779141600,1780091999
83,1014,1038,103801,0,0,5,7,10,1779141600,1780091999
