id,rank,category,start_date,end_date,condition_type,condition_value,condition_value_2,step_group_id,step_order
100101,1,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100102,1,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100103,2,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100104,3,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100105,4,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100106,4,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100120,3,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100130,2,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100150,4,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100151,4,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100170,4,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100171,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100180,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100181,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100182,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100183,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100184,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100185,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100186,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100187,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100188,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100190,4,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100191,4,100,2025-10-14 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100201,1,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100202,3,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100203,4,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100204,3,100,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100301,1,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100302,2,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100303,3,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100304,4,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100401,2,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100402,3,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100403,4,200,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100501,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100502,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100503,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100504,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100505,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100506,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100507,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100508,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100509,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100510,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100530,4,300,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100540,1,300,2025-07-06 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100541,4,300,2025-07-06 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100550,1,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100551,4,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100552,4,800,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100561,4,800,2026-04-26 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100601,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100602,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100603,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100604,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100605,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100606,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100607,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100608,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100609,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100610,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100611,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100612,1,400,2025-07-16 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100613,1,400,2025-07-16 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100614,1,400,2025-08-03 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100616,1,400,2025-10-07 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100617,1,400,2025-11-03 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
100618,1,400,2025-11-06 22:00:00,2050-01-01 00:00:00,0,0,0,0,0
