id,item_place_id,start_date,end_date
100000,0,2017/1/1 0:00:00,2050/1/1 0:00:00
100101,100101,2017/1/1 0:00:00,2050/1/1 0:00:00
100102,100102,2025/10/14 22:00:00,2050/1/1 0:00:00
100103,100103,2026/06/25 22:00:00,2050/1/1 0:00:00
100201,100201,2017/1/1 0:00:00,2050/1/1 0:00:00
100301,100301,2017/1/1 0:00:00,2050/1/1 0:00:00
100302,100302,2025/07/16 22:00:00,2050/1/1 0:00:00
100401,100401,2017/1/1 0:00:00,2050/1/1 0:00:00
100402,100402,2025/10/14 22:00:00,2050/1/1 0:00:00
100501,100501,2025/10/02 22:00:00,2050/1/1 0:00:00
100502,100502,2026/04/05 22:00:00,2050/1/1 0:00:00
100601,100601,2017/1/1 0:00:00,2050/1/1 0:00:00
100602,100602,2026/01/05 22:00:00,2050/1/1 0:00:00
100701,100701,2017/1/1 0:00:00,2050/1/1 0:00:00
100702,100702,2026/07/02 22:00:00,2050/1/1 0:00:00
100801,100801,2017/1/1 0:00:00,2050/1/1 0:00:00
100901,100901,2017/1/1 0:00:00,2050/1/1 0:00:00
101001,101001,2017/1/1 0:00:00,2050/1/1 0:00:00
101002,101002,2026/06/11 22:00:00,2050/1/1 0:00:00
101101,101101,2017/1/1 0:00:00,2050/1/1 0:00:00
101102,101102,2025/09/21 22:00:00,2050/1/1 0:00:00
101201,101201,2025/09/17 22:00:00,2050/1/1 0:00:00
101301,101301,2017/1/1 0:00:00,2050/1/1 0:00:00
101302,101302,2025/07/16 22:00:00,2050/1/1 0:00:00
101303,101303,2026/07/02 22:00:00,2050/1/1 0:00:00
101401,101401,2017/1/1 0:00:00,2050/1/1 0:00:00
101402,101402,2025/09/21 22:00:00,2050/1/1 0:00:00
101501,101501,2025/06/26 00:30:00,2050/1/1 0:00:00
101502,101502,2026/01/29 22:00:00,2050/1/1 0:00:00
101601,101601,2025/08/20 22:00:00,2050/1/1 0:00:00
101701,101701,2017/1/1 0:00:00,2050/1/1 0:00:00
101702,101702,2025/12/14 22:00:00,2050/1/1 0:00:00
101801,101801,2017/1/1 0:00:00,2050/1/1 0:00:00
101802,101802,2025/08/28 22:00:00,2050/1/1 0:00:00
101901,101901,2025/11/19 22:00:00,2050/1/1 0:00:00
102001,102001,2025/09/07 22:00:00,2050/1/1 0:00:00
102002,102002,2026/04/05 22:00:00,2050/1/1 0:00:00
102101,102101,2026/01/22 22:00:00,2050/1/1 0:00:00
102201,102201,2026/01/15 22:00:00,2050/1/1 0:00:00
102202,102202,2026/05/18 22:00:00,2050/1/1 0:00:00
102301,102301,2025/07/10 22:00:00,2050/1/1 0:00:00
102302,102302,2026/01/05 22:00:00,2050/1/1 0:00:00
102401,102401,2017/1/1 0:00:00,2050/1/1 0:00:00
102402,102402,2025/08/28 22:00:00,2050/1/1 0:00:00
102501,102501,2025/12/08 22:00:00,2050/1/1 0:00:00
102601,102601,2025/07/02 22:00:00,2050/1/1 0:00:00
102602,102602,2026/02/18 22:00:00,2050/1/1 0:00:00
102701,102701,2017/1/1 0:00:00,2050/1/1 0:00:00
102801,102801,2025/11/11 22:00:00,2050/1/1 0:00:00
103001,103001,2017/1/1 0:00:00,2050/1/1 0:00:00
103002,103002,2025/11/24 22:00:00,2050/1/1 0:00:00
103101,103101,2026/04/30 22:00:00,2050/1/1 0:00:00
103201,103201,2017/1/1 0:00:00,2050/1/1 0:00:00
103301,103301,2026/03/05 22:00:00,2050/1/1 0:00:00
103401,103401,2026/05/28 22:00:00,2050/1/1 0:00:00
103501,103501,2017/1/1 0:00:00,2050/1/1 0:00:00
103601,103601,2026/06/18 22:00:00,2050/1/1 0:00:00
103701,103701,2025/10/30 22:00:00,2050/1/1 0:00:00
103702,103702,2026/02/18 22:00:00,2050/1/1 0:00:00
103801,103801,2025/07/27 22:00:00,2050/1/1 0:00:00
103802,103802,2026/05/18 22:00:00,2050/1/1 0:00:00
103901,103901,2025/12/01 22:00:00,2050/1/1 0:00:00
104001,104001,2025/10/07 22:00:00,2050/1/1 0:00:00
104002,104002,2025/12/14 22:00:00,2050/1/1 0:00:00
104101,104101,2017/1/1 0:00:00,2050/1/1 0:00:00
104401,104401,2026/06/04 22:00:00,2050/1/1 0:00:00
104501,104501,2017/1/1 0:00:00,2050/1/1 0:00:00
104502,104502,2025/11/24 22:00:00,2050/1/1 0:00:00
104601,104601,2025/08/11 22:00:00,2050/1/1 0:00:00
104801,104801,2025/12/18 22:00:00,2050/1/1 0:00:00
105001,105001,2025/08/03 22:00:00,2050/1/1 0:00:00
105101,105101,2026/04/12 22:00:00,2050/1/1 0:00:00
105201,105201,2017/1/1 0:00:00,2050/1/1 0:00:00
105202,105202,2026/01/29 22:00:00,2050/1/1 0:00:00
105301,105301,2026/07/07 22:00:00,2050/1/1 0:00:00
105601,105601,2017/1/1 0:00:00,2050/1/1 0:00:00
105602,105602,2025/11/06 22:00:00,2050/1/1 0:00:00
105801,105801,2025/10/21 22:00:00,2050/1/1 0:00:00
105901,105901,2025/12/28 22:00:00,2050/1/1 0:00:00
105902,105902,2026/06/11 22:00:00,2050/1/1 0:00:00
106001,106001,2017/1/1 0:00:00,2050/1/1 0:00:00
106002,106002,2026/04/26 22:00:00,2050/1/1 0:00:00
106101,106101,2017/1/1 0:00:00,2050/1/1 0:00:00
106102,106102,2026/04/26 22:00:00,2050/1/1 0:00:00
106201,106201,2026/03/12 22:00:00,2050/1/1 0:00:00
106401,106401,2026/05/10 22:00:00,2050/1/1 0:00:00
106701,106701,2026/03/22 22:00:00,2050/1/1 0:00:00
106801,106801,2026/03/12 22:00:00,2050/1/1 0:00:00
106901,106901,2026/02/11 22:00:00,2050/1/1 0:00:00
107101,107101,2026/02/25 22:00:00,2050/1/1 0:00:00
107201,107201,2026/04/20 22:00:00,2050/1/1 0:00:00
107401,107401,2026/03/26 22:00:00,2050/1/1 0:00:00
