campaign_id,target_type,target_id,effect_type_1,effect_value_1,open_flag_id,user_show,disp_order,image_icon_id,transition_type,image_change,logo_type,start_time,end_time
1,1,0,1,200,0,1,0,1,10001,0,0,1614142800,1769723999
2,2,0,2,3,0,1,0,2,20003,0,0,1751727600,1752764399
3,4,0,0,0,0,0,0,0,0,0,0,1752444000,1753221599
4,6,0,0,0,0,0,500,0,0,0,1,1614142800,2556075599
5,6,0,0,0,0,0,501,0,0,0,1,1751666400,2556075599
6,5,0,0,0,0,0,0,0,0,0,0,1750897800,1751493599
7,5,0,0,0,0,0,0,0,0,0,0,1751493600,1752184799
8,5,0,0,0,0,0,0,0,0,0,0,1752184800,1753221599
9,5,0,0,0,0,0,0,0,0,0,0,1752703200,1754085599
10,5,0,0,0,0,0,0,0,0,0,0,1752703200,1754085599
11,4,0,0,0,0,0,0,0,0,0,0,1754863200,1755442799
12,5,0,0,0,0,0,0,0,0,0,0,1753653600,1754603999
13,4,0,0,0,0,0,0,0,0,0,0,1753135200,1753628399
15,2,0,2,3,0,1,0,2,20003,0,0,1753974000,1754578799
16,4,0,0,0,0,0,0,0,0,0,0,1753628400,1754233199
17,4,0,0,0,0,0,0,0,0,0,0,1754604000,1755874799
18,4,0,0,0,0,0,0,0,0,0,0,1754233200,1754837999
19,5,0,0,0,0,0,0,0,0,0,0,1754258400,1755122399
20,5,0,0,0,0,0,0,0,0,0,0,1754949600,1755899999
21,5,0,0,0,0,0,0,0,0,0,0,1755727200,1756677599
23,1,0,5,5,0,1,0,7,10001,0,0,1763564400,1764169199
24,2,0,2,3,0,1,0,2,20003,0,0,1757343600,1758207599
26,2,0,2,3,0,1,0,2,20003,0,0,1762268400,1763045999
27,2,0,2,3,0,1,0,2,20003,0,0,1763650800,1764169199
30,4,0,0,0,0,0,0,0,0,0,0,1755442800,1756047599
35,4,0,0,0,0,0,0,0,0,0,0,1755702000,1756306799
40,4,0,0,0,0,0,0,0,0,0,0,1756306800,1756911599
45,4,0,0,0,0,0,503,0,0,0,0,1756652400,1757257199
47,4,0,0,0,0,0,504,0,0,0,1,1757257200,1757861999
49,6,0,0,0,0,0,502,0,0,0,1,1759442400,2539400399
50,4,0,0,0,0,0,0,0,0,0,1,1615464000,1615525199
61,1,1,3,1000,0,1,0,4,10001,1,0,1754604000,1755467999
62,1,0,3,1001,0,1,0,6,10001,1,0,1766613600,1767563999
63,1,0,3,1002,0,0,0,6,10001,0,0,1777240800,1778191199
64,1,0,3,1003,0,0,0,6,10001,0,0,1780610400,1781474399
70,5,0,0,0,0,0,0,0,0,0,0,1756418400,1757541599
71,5,0,0,0,0,0,0,0,0,0,0,1756418400,1757541599
72,5,0,0,0,0,0,0,0,0,0,0,1757282400,1758232799
73,5,0,0,0,0,0,0,0,0,0,0,1758146400,1758837599
74,5,0,0,0,0,0,0,0,0,0,0,1758492000,1759615199
75,5,0,0,0,0,0,0,0,0,0,0,1758492000,1759615199
76,5,0,0,0,0,0,0,0,0,0,0,1759442400,1760133599
77,5,0,0,0,0,0,0,0,0,0,0,1759874400,1760651999
78,5,0,0,0,0,0,0,0,0,0,0,1760479200,1761602399
79,5,0,0,0,0,0,0,0,0,0,0,1760479200,1761602399
80,5,0,0,0,0,0,0,0,0,0,0,1761084000,1761861599
81,5,0,0,0,0,0,0,0,0,0,0,1761861600,1762725599
82,5,0,0,0,0,0,0,0,0,0,0,1762466400,1763416799
83,5,0,0,0,0,0,0,0,0,0,0,1762898400,1763762399
84,5,0,0,0,0,0,0,0,0,0,0,1763589600,1764367199
85,5,0,0,0,0,0,0,0,0,0,0,1764021600,1765058399
86,5,0,0,0,0,0,0,0,0,0,0,1764021600,1765058399
87,5,0,0,0,0,0,0,0,0,0,0,1764626400,1765403999
88,5,0,0,0,0,0,0,0,0,0,0,1765231200,1765922399
89,5,0,0,0,0,0,0,0,0,0,0,1765749600,1766699999
90,4,0,0,0,0,0,600,0,0,0,1,1759874400,1760713199
91,2,0,2,3,0,1,0,2,20003,0,0,1759935600,1760713199
92,5,0,0,0,0,0,0,0,0,0,0,1765749600,1766699999
93,5,0,0,0,0,0,0,0,0,0,0,1766095200,1767045599
94,5,0,0,0,0,0,0,0,0,0,0,1766959200,1767823199
95,5,0,0,0,0,0,0,0,0,0,0,1767650400,1768946399
96,5,0,0,0,0,0,0,0,0,0,0,1767650400,1768946399
97,1,0,9,1,0,1,0,10,10001,0,0,1768316400,1768489199
98,5,0,0,0,0,0,0,0,0,0,0,1768514400,1769205599
100,4,0,0,0,0,0,700,0,0,1,1,1761516000,1765378799
