id,roulette_id,story_event_id,sheet_num,can_loop,use_item_category,use_item_id,use_item_num,character_id,dress_id,reset_line,reward_set_id,roulette_max_num,start_date,end_date
1,1001,1001,1,0,94,45,10,1001,100101,8,1,25,1750897800,1752357599
2,1001,1001,2,0,94,45,10,1001,100101,8,1,25,1750897800,1752357599
3,1001,1001,3,0,94,45,10,1001,100101,8,1,25,1750897800,1752357599
4,1001,1001,4,1,94,45,10,1001,100101,1,2,25,1750897800,1752357599
5,1002,1002,1,0,94,45,10,1060,106001,8,3,25,1752703200,1754344799
6,1002,1002,2,0,94,45,10,1060,106001,8,3,25,1752703200,1754344799
7,1002,1002,3,0,94,45,10,1060,106001,8,3,25,1752703200,1754344799
8,1002,1002,4,1,94,45,10,1060,106001,1,2,25,1752703200,1754344799
9,1003,1003,1,0,94,45,10,1024,102426,8,4,25,1756418400,1757800799
10,1003,1003,2,0,94,45,10,1024,102426,8,4,25,1756418400,1757800799
11,1003,1003,3,0,94,45,10,1024,102426,8,4,25,1756418400,1757800799
12,1003,1003,4,1,94,45,10,1024,102426,1,5,25,1756418400,1757800799
13,1004,1004,1,0,94,45,10,1007,100701,8,6,25,1758492000,1759874399
14,1004,1004,2,0,94,45,10,1007,100701,8,6,25,1758492000,1759874399
15,1004,1004,3,0,94,45,10,1007,100701,8,6,25,1758492000,1759874399
16,1004,1004,4,1,94,45,10,1007,100701,1,7,25,1758492000,1759874399
17,1005,1005,1,0,94,45,10,1009,100901,8,8,25,1760479200,1761861599
18,1005,1005,2,0,94,45,10,1009,100901,8,8,25,1760479200,1761861599
19,1005,1005,3,0,94,45,10,1009,100901,8,8,25,1760479200,1761861599
20,1005,1005,4,1,94,45,10,1009,100901,1,7,25,1760479200,1761861599
21,1006,1006,1,0,94,45,10,1026,102601,8,9,25,1764021600,1765317599
22,1006,1006,2,0,94,45,10,1026,102601,8,10,25,1764021600,1765317599
23,1006,1006,3,0,94,45,10,1026,102601,8,11,25,1764021600,1765317599
24,1006,1006,4,1,94,45,10,1026,102601,1,7,25,1764021600,1765317599
25,1007,1007,1,0,94,45,10,1017,101743,8,12,25,1765749600,1766959199
26,1007,1007,2,0,94,45,10,1017,101743,8,13,25,1765749600,1766959199
27,1007,1007,3,0,94,45,10,1017,101743,8,14,25,1765749600,1766959199
28,1007,1007,4,1,94,45,10,1017,101743,1,7,25,1765749600,1766959199
29,1008,1008,1,0,94,45,10,1006,100646,8,15,25,1767650400,1769205599
30,1008,1008,2,0,94,45,10,1006,100646,8,16,25,1767650400,1769205599
31,1008,1008,3,0,94,45,10,1006,100646,8,17,25,1767650400,1769205599
32,1008,1008,4,1,94,45,10,1006,100646,1,7,25,1767650400,1769205599
33,1009,1009,1,0,94,45,10,1058,105801,8,18,25,1769724000,1770933599
34,1009,1009,2,0,94,45,10,1058,105801,8,18,25,1769724000,1770933599
35,1009,1009,3,0,94,45,10,1058,105801,8,19,25,1769724000,1770933599
36,1009,1009,4,1,94,45,10,1058,105801,1,7,25,1769724000,1770933599
37,1010,1010,1,0,94,45,10,1048,104801,8,20,25,1771452000,1772661599
38,1010,1010,2,0,94,45,10,1048,104801,8,20,25,1771452000,1772661599
39,1010,1010,3,0,94,45,10,1048,104801,8,21,25,1771452000,1772661599
40,1010,1010,4,1,94,45,10,1048,104801,1,7,25,1771452000,1772661599
41,1011,1011,1,0,94,45,10,1074,107401,8,22,25,1773352800,1774562399
42,1011,1011,2,0,94,45,10,1074,107401,8,22,25,1773352800,1774562399
43,1011,1011,3,0,94,45,10,1074,107401,8,23,25,1773352800,1774562399
44,1011,1011,4,1,94,45,10,1074,107401,1,7,25,1773352800,1774562399
45,1012,1012,1,0,94,45,10,1020,102020,8,24,25,1775426400,1776808799
46,1012,1012,2,0,94,45,10,1020,102020,8,24,25,1775426400,1776808799
47,1012,1012,3,0,94,45,10,1020,102020,8,25,25,1775426400,1776808799
48,1012,1012,4,1,94,45,10,1020,102020,1,7,25,1775426400,1776808799
49,1013,1013,1,0,94,45,10,1039,103901,8,26,25,1777240800,1778536799
50,1013,1013,2,0,94,45,10,1039,103901,8,26,25,1777240800,1778536799
51,1013,1013,3,0,94,45,10,1039,103901,8,27,25,1777240800,1778536799
52,1013,1013,4,1,94,45,10,1039,103901,1,7,25,1777240800,1778536799
53,1014,1014,1,0,94,45,10,1022,102226,8,28,25,1779141600,1780351199
54,1014,1014,2,0,94,45,10,1022,102226,8,28,25,1779141600,1780351199
55,1014,1014,3,0,94,45,10,1022,102226,8,29,25,1779141600,1780351199
56,1014,1014,4,1,94,45,10,1022,102226,1,7,25,1779141600,1780351199
57,1015,1015,1,0,94,45,10,1010,101023,8,30,25,1781215200,1782424799
58,1015,1015,2,0,94,45,10,1010,101023,8,30,25,1781215200,1782424799
59,1015,1015,3,0,94,45,10,1010,101023,8,31,25,1781215200,1782424799
60,1015,1015,4,1,94,45,10,1010,101023,1,7,25,1781215200,1782424799
61,1016,1016,1,0,94,45,10,1069,106901,8,32,25,1783029600,1784325599
62,1016,1016,2,0,94,45,10,1069,106901,8,32,25,1783029600,1784325599
63,1016,1016,3,0,94,45,10,1069,106901,8,33,25,1783029600,1784325599
64,1016,1016,4,1,94,45,10,1069,106901,1,7,25,1783029600,1784325599
