id,music_id,position_id,chara_type,chara_id,dress_id,dress_color,second_dress_id,second_dress_color
1,1004,1,1,1001,103,0,0,0
2,1004,2,1,1002,103,0,0,0
3,1004,3,1,1003,102,0,0,0
4,1004,4,1,1007,103,0,0,0
5,1004,5,1,1013,103,0,0,0
6,1004,6,1,1009,103,0,0,0
7,1004,7,1,1008,102,0,0,0
8,1004,8,1,1018,103,0,0,0
9,1004,9,1,1017,103,0,0,0
10,1004,10,1,1024,102,0,0,0
11,1004,11,1,1016,103,0,0,0
12,1004,12,1,1068,102,0,0,0
13,1004,13,1,1067,103,0,0,0
14,1004,14,1,1066,103,0,0,0
15,1004,15,1,1060,103,0,0,0
16,1004,16,1,1023,103,0,0,0
17,1004,17,1,1050,102,0,0,0
18,1004,18,1,1035,102,0,0,0
19,1012,1,1,1002,100201,0,0,0
20,1012,2,1,1013,101301,0,0,0
21,1012,3,1,1007,100701,0,0,0
22,1012,4,1,1001,100101,0,0,0
23,1012,5,1,1003,100301,0,0,0
24,1012,6,1,1008,100801,0,0,0
25,1012,7,1,1009,100901,0,0,0
26,1012,8,1,1005,100501,0,0,0
27,1012,9,1,1006,100601,0,0,0
28,1012,10,1,1012,101201,0,0,0
29,1012,11,1,1010,101001,0,0,0
30,1012,12,1,1014,101401,0,0,0
31,1012,13,1,1017,101701,0,0,0
32,1012,14,1,1011,101101,0,0,0
33,1012,15,1,1018,101801,0,0,0
34,1012,16,1,1020,102001,0,0,0
35,1012,17,1,1004,100401,0,0,0
36,1012,18,1,1015,101501,0,0,0
37,1025,1,1,1013,101301,0,0,0
38,1026,1,1,1030,103001,0,0,0
39,1030,1,1,1035,103501,0,0,0
40,1030,2,1,1023,102301,0,0,0
41,1030,3,1,1050,105001,0,0,0
42,1031,1,1,1016,101602,0,0,0
43,1032,1,1,1003,100301,0,100302,0
44,1032,2,1,1013,101301,0,0,0
45,1032,3,1,1060,106001,0,0,0
46,1032,4,1,1062,7,1,0,0
47,1032,5,1,1001,7,1,0,0
48,1032,6,1,1063,7,1,0,0
49,1032,7,1,1002,7,1,0,0
50,1032,8,1,1066,7,1,0,0
51,1032,9,1,1009,7,1,0,0
52,1032,10,1,1064,7,1,0,0
53,1032,11,1,1008,7,1,0,0
54,1032,12,1,1065,7,1,0,0
55,1032,13,1,1007,7,1,0,0
56,1032,14,1,1030,7,1,0,0
57,1032,15,1,1026,7,1,0,0
58,1033,1,1,1098,109801,0,0,0
59,1033,2,1,1099,109901,0,0,0
60,1033,3,1,1100,110001,0,0,0
61,1034,1,1,1001,100101,0,0,0
62,1034,2,1,1014,101401,0,0,0
63,1034,3,1,1011,101101,0,0,0
64,1034,4,1,1020,102001,0,0,0
65,1034,5,1,1061,106101,0,0,0
66,1037,1,1,1002,100201,0,0,0
67,1037,2,1,1032,103201,0,0,0
68,1048,1,1,1021,102101,0,0,0
69,1048,2,1,1017,101701,0,0,0
70,1048,3,1,1016,101601,0,0,0
71,1048,4,1,1013,7,0,0,0
72,1048,5,1,1004,7,0,0,0
73,1048,6,1,1005,7,0,0,0
74,1048,7,1,1012,7,0,0,0
75,1048,8,1,1022,7,0,0,0
76,1048,9,1,1025,7,0,0,0
77,1048,10,1,1028,7,0,0,0
78,1048,11,1,1037,7,0,0,0
79,1048,12,1,1038,7,0,0,0
80,1048,13,1,1006,7,0,0,0
81,1048,14,1,1027,7,0,0,0
82,1048,15,1,1019,7,0,0,0
83,1048,16,1,1046,7,0,0,0
84,1048,17,1,1059,7,0,0,0
85,1048,18,1,1048,7,0,0,0
86,1050,1,1,1001,105,0,0,0
87,1050,2,1,1002,105,0,0,0
88,1050,3,1,1003,104,0,0,0
89,1050,4,1,1068,104,0,0,0
90,1050,5,1,1062,105,0,0,0
91,1050,6,1,1067,105,0,0,0
92,1050,7,1,1006,105,0,0,0
93,1050,8,1,1059,105,0,0,0
94,1050,9,1,1045,105,0,0,0
95,1050,10,1,1027,104,0,0,0
96,1050,11,1,1069,105,0,0,0
97,1050,12,1,1033,105,0,0,0
98,1050,13,1,1074,105,0,0,0
99,1050,14,1,1021,104,0,0,0
100,1050,15,1,1077,105,0,0,0
101,1050,16,1,1072,105,0,0,0
102,1050,17,1,1015,104,0,0,0
103,1050,18,1,1071,105,0,0,0
104,1051,1,1,1001,100101,0,0,0
105,1051,2,1,1013,101301,0,0,0
106,1051,3,1,1002,100201,0,0,0
107,1051,4,1,1030,103001,0,0,0
108,1051,5,1,1016,101601,0,0,0
109,1051,6,1,1007,100701,0,0,0
110,1051,7,1,1035,103501,0,0,0
111,1053,1,1,1098,25,0,0,0
112,1053,2,1,1046,25,2,0,0
113,1053,3,1,1019,25,3,0,0
114,1053,4,1,1034,25,1,0,0
115,1053,5,1,1052,25,1,0,0
116,1053,6,1,1099,25,1,0,0
117,1053,7,1,1100,25,1,0,0
118,1053,8,1,1085,25,1,0,0
119,1053,9,1,1093,25,1,0,0
120,1053,10,1,1065,25,1,0,0
121,1053,11,1,1078,25,1,0,0
122,1053,12,1,1087,25,1,0,0
123,1053,13,1,1076,25,1,0,0
124,1053,14,1,1008,25,1,0,0
125,1053,15,1,1009,25,1,0,0
126,1053,16,1,1024,25,1,0,0
127,1053,17,1,1069,25,1,0,0
128,1053,18,1,1041,25,1,0,0
129,1058,1,1,1017,101701,0,0,0
130,1058,2,1,1073,107301,0,0,0
131,1058,3,1,1003,100301,0,0,0
132,1058,4,1,1067,7,1,0,0
133,1058,5,1,1088,7,1,0,0
134,1058,6,1,1048,7,1,0,0
135,1058,7,1,1018,7,1,0,0
136,1058,8,1,1008,7,1,0,0
137,1058,9,1,1084,7,1,0,0
138,1058,10,1,1039,7,1,0,0
139,1058,11,1,1061,7,1,0,0
140,1058,12,1,1009,7,1,0,0
141,1058,13,1,1032,7,1,0,0
142,1058,14,1,1074,7,1,0,0
143,1058,15,1,1059,7,1,0,0
144,1058,16,1,1027,7,1,0,0
145,1058,17,1,1069,7,1,0,0
146,1058,18,1,1004,7,1,0,0
147,1059,1,1,1065,106501,0,0,0
148,1059,2,1,1085,108501,0,0,0
149,1059,3,1,1093,109301,0,0,0
150,1059,4,1,1078,107801,0,0,0
151,1059,5,1,1053,7,2,0,0
152,1059,6,1,1051,7,2,0,0
153,1059,7,1,1010,7,2,0,0
154,1059,8,1,1041,7,2,0,0
155,1059,9,1,1028,7,2,0,0
156,1059,10,1,1087,7,2,0,0
157,1059,11,1,1038,7,2,0,0
158,1059,12,1,1061,7,2,0,0
159,1059,13,1,1019,7,2,0,0
160,1059,14,1,1006,7,2,0,0
161,1059,15,1,1008,7,2,0,0
162,1059,16,1,1063,7,2,0,0
163,1059,17,1,1052,7,2,0,0
164,1059,18,1,1042,7,2,0,0
165,1060,1,1,1057,105701,0,0,0
166,1060,2,1,1104,110401,0,0,0
167,1060,3,1,1066,106601,0,0,0
168,1060,4,1,1017,101701,0,0,0
169,1060,5,1,1076,107601,0,0,0
170,1060,6,1,1055,105501,0,0,0
171,1060,7,1,1016,101601,0,0,0
172,1060,8,1,1024,102401,0,0,0
173,1060,9,1,1068,106801,0,0,0
174,1060,10,1,1084,108401,0,0,0
175,1060,11,1,1060,106001,0,0,0
176,1060,12,1,1083,108301,0,0,0
177,1060,13,1,1067,106701,0,0,0
178,1060,14,1,1032,103201,0,0,0
179,1060,15,1,1089,108901,0,0,0
180,1060,16,1,1094,109401,0,0,0
181,1060,17,1,1088,108801,0,0,0
182,1060,18,1,1025,102501,0,0,0
183,1081,1,1,1077,107701,0,0,0
184,1081,2,1,1033,103301,0,0,0
185,1081,3,1,1015,101501,0,0,0
186,1081,4,1,1058,7,2,0,0
187,1081,5,1,1006,7,2,0,0
188,1081,6,1,1038,7,2,0,0
189,1081,7,1,1056,7,2,0,0
190,1081,8,1,1046,7,2,0,0
191,1081,9,1,1005,7,2,0,0
192,1081,10,1,1052,7,2,0,0
193,1081,11,1,1001,7,2,0,0
194,1081,12,1,1030,7,2,0,0
195,1081,13,1,1020,7,2,0,0
196,1081,14,1,1026,7,2,0,0
197,1081,15,1,1061,7,2,0,0
198,1081,16,1,1032,7,2,0,0
199,1081,17,1,1025,7,2,0,0
200,1081,18,1,1094,7,2,0,0
201,1082,1,1,1014,101401,0,0,0
202,1082,2,1,1049,104901,0,0,0
203,1082,3,1,1025,102501,0,0,0
204,1082,4,1,1007,7,0,0,0
205,1082,5,1,1070,7,0,0,0
206,1082,6,1,1067,7,0,0,0
207,1082,7,1,1107,7,0,0,0
208,1082,8,1,1115,7,0,0,0
209,1082,9,1,1128,7,0,0,0
210,1082,10,1,1133,7,0,0,0
211,1082,11,1,1137,7,0,0,0
212,1082,12,1,1143,7,0,0,0
213,1082,13,1,1076,7,0,0,0
214,1082,14,1,1008,7,0,0,0
215,1082,15,1,1068,7,0,0,0
216,1082,16,1,1037,7,0,0,0
217,1082,17,1,1105,7,0,0,0
218,1082,18,1,1036,7,0,0,0
219,1083,1,1,1077,31,0,0,0
220,1083,2,1,1014,32,0,0,0
221,1083,3,1,1007,32,0,0,0
222,1083,4,1,1076,31,0,0,0
223,1083,5,1,1106,31,0,0,0
224,1083,6,1,1105,31,0,0,0
225,1083,7,1,1033,31,0,0,0
226,1083,8,1,1016,32,0,0,0
227,1083,9,1,1025,31,0,0,0
228,1083,10,1,1045,31,0,0,0
229,1083,11,1,1094,32,0,0,0
230,1083,12,1,1015,32,0,0,0
231,1083,13,1,1006,32,0,0,0
232,1083,14,1,1067,31,0,0,0
233,1083,15,1,1034,32,0,0,0
234,1083,16,1,1058,31,0,0,0
235,1083,17,1,1070,32,0,0,0
236,1083,18,1,1049,32,0,0,0
237,1084,1,1,1068,106802,0,0,0
238,1084,2,1,1067,106701,0,0,0
239,1084,3,1,1089,108901,0,0,0
240,1084,4,1,1108,7,3,0,0
241,1084,5,1,1088,7,3,0,0
242,1084,6,1,1102,7,3,0,0
243,1084,7,1,1103,7,3,0,0
244,1084,8,1,1091,7,3,0,0
245,1084,9,1,1090,7,3,0,0
246,1084,10,1,1007,7,3,0,0
247,1084,11,1,1003,7,3,0,0
248,1084,12,1,1001,7,3,0,0
249,1084,13,1,1013,7,3,0,0
250,1084,14,1,1002,7,3,0,0
251,1084,15,1,1060,7,3,0,0
252,1084,16,1,1008,7,3,0,0
253,1084,17,1,1066,7,3,0,0
254,1084,18,1,1009,7,3,0,0
255,1088,1,1,1035,103501,0,0,0
256,1088,2,1,1077,107701,0,0,0
257,1088,3,1,1072,107201,0,0,0
258,1088,4,1,1048,7,0,0,0
259,1088,5,1,1027,7,0,0,0
260,1088,6,1,1031,7,0,0,0
261,1088,7,1,1017,7,0,0,0
262,1088,8,1,1016,7,0,0,0
263,1088,9,1,1106,7,0,0,0
264,1088,10,1,1100,7,0,0,0
265,1088,11,1,1028,7,0,0,0
266,1088,12,1,1089,7,0,0,0
267,1088,13,1,1012,7,0,0,0
268,1088,14,1,1041,7,0,0,0
269,1088,15,1,1053,7,0,0,0
270,1088,16,1,1013,7,0,0,0
271,1088,17,1,1104,7,0,0,0
272,1088,18,1,1022,7,0,0,0
273,1089,1,1,1108,110801,0,0,0
274,1089,2,1,1094,109401,0,0,0
275,1089,3,1,1063,106301,0,0,0
276,1089,4,1,1115,111501,0,0,0
277,1089,5,1,1109,110901,0,0,0
278,1089,6,1,1116,111601,0,0,0
279,1089,7,1,1090,109001,0,0,0
280,1089,8,1,1091,109101,0,0,0
281,1089,9,1,1007,100701,0,0,0
282,1089,10,1,1018,101801,0,0,0
283,1089,11,1,1048,104801,0,0,0
284,1089,12,1,1035,103501,0,0,0
285,1089,13,1,1082,108201,0,0,0
286,1089,14,1,1112,111201,0,0,0
287,1089,15,1,1044,104401,0,0,0
288,1089,16,1,1111,111101,0,0,0
289,1089,17,1,1110,111001,0,0,0
290,1089,18,1,1117,111701,0,0,0
291,1092,1,1,1052,105201,0,0,0
292,1092,2,1,1030,103001,0,0,0
293,1092,3,1,1104,110401,0,0,0
294,1092,4,1,1051,105101,0,0,0
295,1092,5,1,1028,102801,0,0,0
296,1092,6,1,1001,100101,0,0,0
297,1093,1,1,1065,50,1,0,0
298,1093,2,1,1094,50,0,0,0
299,1093,3,1,1064,50,1,0,0
300,1093,4,1,1092,50,0,0,0
301,1093,5,1,1116,50,1,0,0
302,1093,6,1,1114,50,0,0,0
303,1093,7,1,1046,50,0,0,0
304,1093,8,1,1080,50,1,0,0
305,1093,9,1,1097,50,1,0,0
306,1093,10,1,1119,50,1,0,0
307,1093,11,1,1109,50,0,0,0
308,1093,12,1,1100,50,1,0,0
309,1093,13,1,1110,50,1,0,0
310,1093,14,1,1121,50,0,0,0
311,1126,1,1,1094,109401,0,0,0
312,1126,2,1,1032,103201,0,0,0
313,1126,3,1,1025,102501,0,0,0
314,1126,4,1,1092,109201,0,0,0
315,1126,5,1,1005,7,2,0,0
316,1126,6,1,1015,7,2,0,0
317,1126,7,1,1077,7,2,0,0
318,1126,8,1,1058,7,2,0,0
319,1126,9,1,1033,7,2,0,0
320,1126,10,1,1052,7,2,0,0
321,1126,11,1,1040,7,2,0,0
322,1126,12,1,1048,7,2,0,0
323,1150,1,1,1129,112901,0,0,0
324,1150,2,1,1131,113101,0,0,0
325,1150,3,1,1075,107501,0,0,0
326,1150,4,1,1128,112801,0,0,0
327,1150,5,1,1133,113301,0,0,0
328,1150,6,1,1112,111201,0,0,0
329,1150,7,1,1113,111301,0,0,0
330,1150,8,1,1115,111501,0,0,0
331,1150,9,1,1127,112701,0,0,0
332,1150,10,1,1134,113401,0,0,0
333,1150,11,1,1132,113201,0,0,0
334,1150,12,1,1116,111601,0,0,0
335,1150,13,1,1130,113001,0,0,0
336,1150,14,1,1117,111701,0,0,0
337,1150,15,1,1049,104901,0,0,0
338,1150,16,1,1109,110901,0,0,0
339,1150,17,1,1119,111901,0,0,0
340,1150,18,1,1007,100701,0,0,0
341,1151,1,1,1115,111501,0,0,0
342,1151,2,1,1070,107001,0,0,0
343,1151,3,1,1116,111601,0,0,0
344,1151,4,1,1046,7,0,0,0
345,1151,5,1,1086,7,0,0,0
346,1151,6,1,1017,7,0,0,0
347,1151,7,1,1110,7,0,0,0
348,1151,8,1,1099,7,0,0,0
349,1151,9,1,1057,7,0,0,0
350,1151,10,1,1042,7,0,0,0
351,1151,11,1,1006,7,0,0,0
352,1151,12,1,1016,7,0,0,0
353,1151,13,1,1014,7,0,0,0
354,1151,14,1,1068,7,0,0,0
355,1151,15,1,1097,7,0,0,0
356,1154,1,1,1072,25,3,0,0
357,1154,2,1,1031,25,2,0,0
358,1154,3,1,1027,25,3,0,0
359,1154,4,1,1021,25,0,0,0
360,1154,5,1,1069,25,2,0,0
361,1154,6,1,1040,25,0,0,0
362,1155,1,1,1113,111301,0,0,0
363,1156,1,1,1097,52,0,0,0
364,1156,2,1,1038,51,0,0,0
365,1156,3,1,1113,52,0,0,0
366,1156,4,1,1132,51,0,0,0
367,1156,5,1,1007,52,0,0,0
368,1156,6,1,1135,51,0,0,0
369,1156,7,1,1118,51,0,0,0
370,1156,8,1,1044,52,0,0,0
371,1156,9,1,1131,51,0,0,0
372,1156,10,1,1133,52,0,0,0
373,1157,1,1,1080,32,0,0,0
374,1157,2,1,1100,32,0,0,0
375,1157,3,1,1003,32,0,0,0
376,1157,4,1,1099,32,0,0,0
377,1157,5,1,1026,32,0,0,0
378,1157,6,1,1106,32,0,0,0
379,1175,1,1,1006,100601,0,0,0
380,1175,2,1,1021,102101,0,0,0
381,1176,1,1,1138,113801,0,0,0
382,1176,2,1,1141,114101,0,0,0
383,1176,3,1,1143,114301,0,0,0
384,1176,4,1,1001,100101,0,0,0
385,1176,5,1,1140,114001,0,0,0
386,1176,6,1,1114,111401,0,0,0
387,1176,7,1,1128,112801,0,0,0
388,1176,8,1,1145,114501,0,0,0
389,1176,9,1,1142,114201,0,0,0
390,1176,10,1,1144,114401,0,0,0
391,1176,11,1,1132,113201,0,0,0
392,1176,12,1,1129,112901,0,0,0
393,1176,13,1,1130,113001,0,0,0
394,1176,14,1,1137,113701,0,0,0
395,1177,1,1,1138,113801,0,0,0
396,1177,2,1,1132,113201,0,0,0
397,1177,3,1,1081,108101,0,0,0
398,1177,4,1,1140,114001,0,0,0
399,1181,1,1,1001,100101,0,0,0
400,1181,2,1,1022,102201,0,0,0
401,1181,3,1,1077,107701,0,0,0
402,1181,4,1,1060,106001,0,0,0
403,1181,5,1,1120,112001,0,0,0
404,1181,6,1,1058,105801,0,0,0
