id,round_id,chara_id,big_flag
1,1,1001,0
2,1,1001,0
3,1,1001,0
4,1,1002,0
5,1,1002,0
6,1,1002,0
7,1,1003,0
8,1,1003,0
9,1,1003,0
10,1,1004,0
11,1,1004,0
12,1,1004,0
13,1,1005,0
14,1,1005,0
15,1,1005,0
16,1,1006,0
17,1,1006,0
18,1,1006,0
19,1,1007,0
20,1,1007,0
21,1,1007,0
22,1,1008,0
23,1,1008,0
24,1,1008,0
25,1,1009,0
26,1,1009,0
27,1,1009,0
28,1,1010,0
29,1,1010,0
30,1,1010,0
31,1,1011,0
32,1,1011,0
33,1,1011,0
34,1,1012,0
35,1,1012,0
36,1,1012,0
37,1,1013,0
38,1,1013,0
39,1,1013,0
40,1,1014,0
41,1,1014,0
42,1,1014,0
43,1,1015,0
44,1,1015,0
45,1,1015,0
46,1,1016,0
47,1,1016,0
48,1,1016,0
49,1,1017,0
50,1,1017,0
51,1,1017,0
52,1,1018,0
53,1,1018,0
54,1,1018,0
55,1,1019,0
56,1,1019,0
57,1,1019,0
58,1,1020,0
59,1,1020,0
60,1,1020,0
61,1,1021,0
62,1,1021,0
63,1,1021,0
64,1,1022,0
65,1,1022,0
66,1,1022,0
67,1,1023,0
68,1,1023,0
69,1,1023,0
70,1,1024,0
71,1,1024,0
72,1,1024,0
73,1,1025,0
74,1,1025,0
75,1,1025,0
76,1,1026,0
77,1,1026,0
78,1,1026,0
79,1,1027,0
80,1,1027,0
81,1,1027,0
82,1,1028,0
83,1,1028,0
84,1,1028,0
85,1,1029,0
86,1,1029,0
87,1,1029,0
88,1,1030,0
89,1,1030,0
90,1,1030,0
91,1,1031,0
92,1,1031,0
93,1,1031,0
94,1,1032,0
95,1,1032,0
96,1,1032,0
97,1,1033,0
98,1,1033,0
99,1,1033,0
100,1,1034,0
101,1,1034,0
102,1,1034,0
103,1,1035,0
104,1,1035,0
105,1,1035,0
106,1,1036,0
107,1,1036,0
108,1,1036,0
109,1,1037,0
110,1,1037,0
111,1,1037,0
112,1,1038,0
113,1,1038,0
114,1,1038,0
115,1,1039,0
116,1,1039,0
117,1,1039,0
118,1,1040,0
119,1,1040,0
120,1,1040,0
121,1,1041,0
122,1,1041,0
123,1,1041,0
124,1,1042,0
125,1,1042,0
126,1,1042,0
127,1,1043,0
128,1,1043,0
129,1,1043,0
130,1,1044,0
131,1,1044,0
132,1,1044,0
133,1,1045,0
134,1,1045,0
135,1,1045,0
136,1,1046,0
137,1,1046,0
138,1,1046,0
139,1,1047,0
140,1,1047,0
141,1,1047,0
142,1,1048,0
143,1,1048,0
144,1,1048,0
145,1,1049,0
146,1,1049,0
147,1,1049,0
148,1,1050,0
149,1,1050,0
150,1,1050,0
151,1,1051,0
152,1,1051,0
153,1,1051,0
154,1,1052,0
155,1,1052,0
156,1,1052,0
157,1,1053,0
158,1,1053,0
159,1,1053,0
160,1,1054,0
161,1,1054,0
162,1,1054,0
163,1,1055,0
164,1,1055,0
165,1,1055,0
166,1,1056,0
167,1,1056,0
168,1,1056,0
169,1,1057,0
170,1,1057,0
171,1,1057,0
172,1,1058,0
173,1,1058,0
174,1,1058,0
175,1,1059,0
176,1,1059,0
177,1,1059,0
178,1,1060,0
179,1,1060,0
180,1,1060,0
181,1,1061,0
182,1,1061,0
183,1,1061,0
184,2,1001,0
185,2,1001,0
186,2,1001,0
187,2,1002,0
188,2,1002,0
189,2,1002,0
190,2,1003,0
191,2,1003,0
192,2,1003,0
193,2,1004,0
194,2,1004,0
195,2,1004,0
196,2,1005,0
197,2,1005,0
198,2,1005,0
199,2,1006,0
200,2,1006,0
201,2,1006,0
202,2,1007,0
203,2,1007,0
204,2,1007,0
205,2,1008,0
206,2,1008,0
207,2,1008,0
208,2,1009,0
209,2,1009,0
210,2,1009,0
211,2,1010,0
212,2,1010,0
213,2,1010,0
214,2,1011,0
215,2,1011,0
216,2,1011,0
217,2,1012,0
218,2,1012,0
219,2,1012,0
220,2,1013,0
221,2,1013,0
222,2,1013,0
223,2,1014,0
224,2,1014,0
225,2,1014,0
226,2,1015,0
227,2,1015,0
228,2,1015,0
229,2,1016,0
230,2,1016,0
231,2,1016,0
232,2,1017,0
233,2,1017,0
234,2,1017,0
235,2,1018,0
236,2,1018,0
237,2,1018,0
238,2,1019,0
239,2,1019,0
240,2,1019,0
241,2,1020,0
242,2,1020,0
243,2,1020,0
244,2,1021,0
245,2,1021,0
246,2,1021,0
247,2,1022,0
248,2,1022,0
249,2,1022,0
250,2,1023,0
251,2,1023,0
252,2,1023,0
253,2,1024,0
254,2,1024,0
255,2,1024,0
256,2,1025,0
257,2,1025,0
258,2,1025,0
259,2,1026,0
260,2,1026,0
261,2,1026,0
262,2,1027,0
263,2,1027,0
264,2,1027,0
265,2,1028,0
266,2,1028,0
267,2,1028,0
268,2,1029,0
269,2,1029,0
270,2,1029,0
271,2,1030,0
272,2,1030,0
273,2,1030,0
274,2,1031,0
275,2,1031,0
276,2,1031,0
277,2,1032,0
278,2,1032,0
279,2,1032,0
280,2,1033,0
281,2,1033,0
282,2,1033,0
283,2,1034,0
284,2,1034,0
285,2,1034,0
286,2,1035,0
287,2,1035,0
288,2,1035,0
289,2,1036,0
290,2,1036,0
291,2,1036,0
292,2,1037,0
293,2,1037,0
294,2,1037,0
295,2,1038,0
296,2,1038,0
297,2,1038,0
298,2,1039,0
299,2,1039,0
300,2,1039,0
301,2,1040,0
302,2,1040,0
303,2,1040,0
304,2,1041,0
305,2,1041,0
306,2,1041,0
307,2,1042,0
308,2,1042,0
309,2,1042,0
310,2,1043,0
311,2,1043,0
312,2,1043,0
313,2,1044,0
314,2,1044,0
315,2,1044,0
316,2,1045,0
317,2,1045,0
318,2,1045,0
319,2,1046,0
320,2,1046,0
321,2,1046,0
322,2,1047,0
323,2,1047,0
324,2,1047,0
325,2,1048,0
326,2,1048,0
327,2,1048,0
328,2,1049,0
329,2,1049,0
330,2,1049,0
331,2,1050,0
332,2,1050,0
333,2,1050,0
334,2,1051,0
335,2,1051,0
336,2,1051,0
337,2,1052,0
338,2,1052,0
339,2,1052,0
340,2,1053,0
341,2,1053,0
342,2,1053,0
343,2,1054,0
344,2,1054,0
345,2,1054,0
346,2,1055,0
347,2,1055,0
348,2,1055,0
349,2,1056,0
350,2,1056,0
351,2,1056,0
352,2,1057,0
353,2,1057,0
354,2,1057,0
355,2,1058,0
356,2,1058,0
357,2,1058,0
358,2,1059,0
359,2,1059,0
360,2,1059,0
361,2,1060,0
362,2,1060,0
363,2,1060,0
364,2,1061,0
365,2,1061,0
366,2,1061,0
367,3,1001,0
368,3,1001,0
369,3,1001,0
370,3,1002,0
371,3,1002,0
372,3,1002,0
373,3,1003,0
374,3,1003,0
375,3,1003,0
376,3,1004,0
377,3,1004,0
378,3,1004,0
379,3,1005,0
380,3,1005,0
381,3,1005,0
382,3,1006,0
383,3,1006,0
384,3,1006,0
385,3,1007,0
386,3,1007,0
387,3,1007,0
388,3,1008,0
389,3,1008,0
390,3,1008,0
391,3,1009,0
392,3,1009,0
393,3,1009,0
394,3,1010,0
395,3,1010,0
396,3,1010,0
397,3,1011,0
398,3,1011,0
399,3,1011,0
400,3,1012,0
401,3,1012,0
402,3,1012,0
403,3,1013,0
404,3,1013,0
405,3,1013,0
406,3,1014,0
407,3,1014,0
408,3,1014,0
409,3,1015,0
410,3,1015,0
411,3,1015,0
412,3,1016,0
413,3,1016,0
414,3,1016,0
415,3,1017,0
416,3,1017,0
417,3,1017,0
418,3,1018,0
419,3,1018,0
420,3,1018,0
421,3,1019,0
422,3,1019,0
423,3,1019,0
424,3,1020,0
425,3,1020,0
426,3,1020,0
427,3,1021,0
428,3,1021,0
429,3,1021,0
430,3,1022,0
431,3,1022,0
432,3,1022,0
433,3,1023,0
434,3,1023,0
435,3,1023,0
436,3,1024,0
437,3,1024,0
438,3,1024,0
439,3,1025,0
440,3,1025,0
441,3,1025,0
442,3,1026,0
443,3,1026,0
444,3,1026,0
445,3,1027,0
446,3,1027,0
447,3,1027,0
448,3,1028,0
449,3,1028,0
450,3,1028,0
451,3,1029,0
452,3,1029,0
453,3,1029,0
454,3,1030,0
455,3,1030,0
456,3,1030,0
457,3,1031,0
458,3,1031,0
459,3,1031,0
460,3,1032,0
461,3,1032,0
462,3,1032,0
463,3,1033,0
464,3,1033,0
465,3,1033,0
466,3,1034,0
467,3,1034,0
468,3,1034,0
469,3,1035,0
470,3,1035,0
471,3,1035,0
472,3,1036,0
473,3,1036,0
474,3,1036,0
475,3,1037,0
476,3,1037,0
477,3,1037,0
478,3,1038,0
479,3,1038,0
480,3,1038,0
481,3,1039,0
482,3,1039,0
483,3,1039,0
484,3,1040,0
485,3,1040,0
486,3,1040,0
487,3,1041,0
488,3,1041,0
489,3,1041,0
490,3,1042,0
491,3,1042,0
492,3,1042,0
493,3,1043,0
494,3,1043,0
495,3,1043,0
496,3,1044,0
497,3,1044,0
498,3,1044,0
499,3,1045,0
500,3,1045,0
501,3,1045,0
502,3,1046,0
503,3,1046,0
504,3,1046,0
505,3,1047,0
506,3,1047,0
507,3,1047,0
508,3,1048,0
509,3,1048,0
510,3,1048,0
511,3,1049,0
512,3,1049,0
513,3,1049,0
514,3,1050,0
515,3,1050,0
516,3,1050,0
517,3,1051,0
518,3,1051,0
519,3,1051,0
520,3,1052,0
521,3,1052,0
522,3,1052,0
523,3,1053,0
524,3,1053,0
525,3,1053,0
526,3,1054,0
527,3,1054,0
528,3,1054,0
529,3,1055,0
530,3,1055,0
531,3,1055,0
532,3,1056,0
533,3,1056,0
534,3,1056,0
535,3,1057,0
536,3,1057,0
537,3,1057,0
538,3,1058,0
539,3,1058,0
540,3,1058,0
541,3,1059,0
542,3,1059,0
543,3,1059,0
544,3,1060,0
545,3,1060,0
546,3,1060,0
547,3,1061,0
548,3,1061,0
549,3,1061,0
550,4,1001,0
551,4,1001,0
552,4,1002,0
553,4,1002,0
554,4,1003,0
555,4,1003,0
556,4,1004,0
557,4,1004,0
558,4,1005,0
559,4,1005,0
560,4,1006,0
561,4,1006,0
562,4,1007,0
563,4,1007,0
564,4,1008,0
565,4,1008,0
566,4,1009,0
567,4,1009,0
568,4,1010,0
569,4,1010,0
570,4,1011,0
571,4,1011,0
572,4,1012,0
573,4,1012,0
574,4,1013,0
575,4,1013,0
576,4,1014,0
577,4,1014,0
578,4,1015,0
579,4,1015,0
580,4,1016,0
581,4,1016,0
582,4,1017,0
583,4,1017,0
584,4,1018,0
585,4,1018,0
586,4,1019,0
587,4,1019,0
588,4,1020,0
589,4,1020,0
590,4,1021,0
591,4,1021,0
592,4,1022,0
593,4,1022,0
594,4,1023,0
595,4,1023,0
596,4,1024,0
597,4,1024,0
598,4,1025,0
599,4,1025,0
600,4,1026,0
601,4,1026,0
602,4,1027,0
603,4,1027,0
604,4,1028,0
605,4,1028,0
606,4,1029,0
607,4,1029,0
608,4,1030,0
609,4,1030,0
610,4,1031,0
611,4,1031,0
612,4,1032,0
613,4,1032,0
614,4,1033,0
615,4,1033,0
616,4,1034,0
617,4,1034,0
618,4,1035,0
619,4,1035,0
620,4,1036,0
621,4,1036,0
622,4,1037,0
623,4,1037,0
624,4,1038,0
625,4,1038,0
626,4,1039,0
627,4,1039,0
628,4,1040,0
629,4,1040,0
630,4,1041,0
631,4,1041,0
632,4,1042,0
633,4,1042,0
634,4,1043,0
635,4,1043,0
636,4,1044,0
637,4,1044,0
638,4,1045,0
639,4,1045,0
640,4,1046,0
641,4,1046,0
642,4,1047,0
643,4,1047,0
644,4,1048,0
645,4,1048,0
646,4,1049,0
647,4,1049,0
648,4,1050,0
649,4,1050,0
650,4,1051,0
651,4,1051,0
652,4,1052,0
653,4,1052,0
654,4,1053,0
655,4,1053,0
656,4,1054,0
657,4,1054,0
658,4,1055,1
659,4,1055,0
660,4,1056,0
661,4,1056,0
662,4,1057,0
663,4,1057,0
664,4,1058,0
665,4,1058,0
666,4,1059,0
667,4,1059,0
668,4,1060,0
669,4,1060,0
670,4,1061,0
671,4,1061,0
672,5,1001,0
673,5,1001,0
674,5,1002,0
675,5,1002,0
676,5,1003,0
677,5,1003,0
678,5,1004,0
679,5,1004,0
680,5,1005,0
681,5,1005,0
682,5,1006,0
683,5,1006,0
684,5,1007,0
685,5,1007,0
686,5,1008,0
687,5,1008,0
688,5,1009,0
689,5,1009,0
690,5,1010,0
691,5,1010,0
692,5,1011,0
693,5,1011,0
694,5,1012,0
695,5,1012,0
696,5,1013,0
697,5,1013,0
698,5,1014,0
699,5,1014,0
700,5,1015,0
701,5,1015,0
702,5,1016,0
703,5,1016,0
704,5,1017,0
705,5,1017,0
706,5,1018,0
707,5,1018,0
708,5,1019,0
709,5,1019,0
710,5,1020,0
711,5,1020,0
712,5,1021,0
713,5,1021,0
714,5,1022,0
715,5,1022,0
716,5,1023,0
717,5,1023,0
718,5,1024,0
719,5,1024,0
720,5,1025,0
721,5,1025,0
722,5,1026,0
723,5,1026,0
724,5,1027,0
725,5,1027,0
726,5,1028,0
727,5,1028,0
728,5,1029,0
729,5,1029,0
730,5,1030,0
731,5,1030,0
732,5,1031,0
733,5,1031,0
734,5,1032,0
735,5,1032,0
736,5,1033,0
737,5,1033,0
738,5,1034,0
739,5,1034,0
740,5,1035,0
741,5,1035,0
742,5,1036,0
743,5,1036,0
744,5,1037,0
745,5,1037,0
746,5,1038,0
747,5,1038,0
748,5,1039,0
749,5,1039,0
750,5,1040,0
751,5,1040,0
752,5,1041,0
753,5,1041,0
754,5,1042,0
755,5,1042,0
756,5,1043,0
757,5,1043,0
758,5,1044,0
759,5,1044,0
760,5,1045,0
761,5,1045,0
762,5,1046,0
763,5,1046,0
764,5,1047,0
765,5,1047,0
766,5,1048,0
767,5,1048,0
768,5,1049,0
769,5,1049,0
770,5,1050,0
771,5,1050,0
772,5,1051,0
773,5,1051,0
774,5,1052,0
775,5,1052,0
776,5,1053,0
777,5,1053,0
778,5,1054,0
779,5,1054,0
780,5,1055,1
781,5,1055,0
782,5,1056,0
783,5,1056,0
784,5,1057,0
785,5,1057,0
786,5,1058,0
787,5,1058,0
788,5,1059,0
789,5,1059,0
790,5,1060,0
791,5,1060,0
792,5,1061,0
793,5,1061,0
794,1,0,0
795,2,0,0
796,3,0,0
797,4,0,0
798,5,0,0
799,1,1069,0
800,1,1069,0
801,1,1069,0
802,2,1069,0
803,2,1069,0
804,2,1069,0
805,3,1069,0
806,3,1069,0
807,3,1069,0
808,4,1069,0
809,4,1069,0
810,5,1069,0
811,5,1069,0
812,1,1071,0
813,1,1071,0
814,1,1071,0
815,2,1071,0
816,2,1071,0
817,2,1071,0
