id,collect_raid_id,category_id
1,1004,1
2,1004,1
3,1004,1
4,1004,1
5,1004,1
6,1004,1
7,1004,1
8,1004,1
9,1004,1
10,1004,1
11,1004,1
12,1004,1
13,1004,1
14,1004,1
15,1004,1
16,1004,1
17,1004,1
18,1004,1
19,1004,1
20,1004,1
21,1004,1
22,1004,1
23,1004,1
24,1004,1
25,1004,1
26,1004,1
27,1004,1
28,1004,1
29,1004,1
30,1004,1
31,1004,1
32,1004,1
33,1004,1
34,1004,1
35,1004,1
36,1004,1
37,1004,1
38,1004,1
39,1004,1
40,1004,1
41,1004,1
42,1004,1
43,1004,1
44,1004,1
45,1004,1
46,1004,1
47,1004,1
48,1004,1
49,1004,1
50,1004,1
51,1004,1
52,1004,1
53,1004,1
54,1004,1
55,1004,1
56,1004,1
57,1004,1
58,1004,1
59,1004,1
60,1004,1
61,1004,1
62,1004,1
63,1004,1
64,1004,1
65,1004,1
66,1004,1
67,1004,1
68,1004,3
69,1004,3
70,1004,3
71,1004,3
72,1004,3
73,1004,2
74,1004,2
75,1004,1
76,1004,3
77,1004,3
78,1004,1
79,1004,2
80,1004,1
81,1004,3
82,1004,2
83,1004,2
84,1004,2
85,1004,2
86,1004,1
87,1004,1
88,1004,3
89,1004,1
90,1004,1
91,1004,2
92,1004,2
93,1004,2
94,1004,3
95,1004,3
96,1004,1
97,1004,1
98,1004,2
99,1004,2
100,1004,2
101,1004,3
102,1004,2
103,1004,2
104,1004,3
105,1004,3
106,1004,3
107,1004,3
108,1004,2
109,1004,3
110,1004,3
111,1004,3
112,1004,2
113,1004,1
114,1004,2
115,1004,2
116,1004,2
117,1004,2
118,1004,2
119,1004,2
120,1004,2
121,1004,2
122,1004,2
123,1004,2
124,1004,2
125,1004,2
126,1004,2
127,1004,2
128,1004,2
129,1004,2
130,1004,2
131,1004,2
132,1004,2
133,1004,2
134,1004,2
135,1004,2
136,1004,2
137,1004,2
138,1004,2
139,1004,2
140,1004,2
141,1004,2
142,1004,2
143,1004,2
144,1004,2
145,1004,2
146,1004,2
147,1004,2
148,1004,2
149,1004,2
150,1004,2
151,1004,2
152,1004,2
153,1004,2
154,1004,2
155,1004,2
156,1004,2
157,1004,2
158,1004,2
159,1004,2
160,1004,2
161,1004,2
162,1004,2
163,1004,2
164,1004,2
165,1004,2
166,1004,2
167,1004,2
168,1004,2
169,1004,2
170,1004,2
171,1004,2
172,1004,2
173,1004,2
174,1004,2
175,1004,2
176,1004,2
177,1004,2
178,1004,2
179,1004,2
180,1004,2
181,1004,2
182,1004,2
183,1004,2
184,1004,2
185,1004,2
186,1004,2
187,1004,2
188,1004,2
189,1004,2
190,1004,2
191,1004,2
192,1004,2
193,1004,2
194,1004,2
195,1004,2
196,1004,2
197,1004,2
198,1004,2
199,1004,2
200,1004,2
201,1004,2
202,1004,2
203,1004,2
204,1004,2
205,1004,2
206,1004,2
207,1004,2
208,1004,2
209,1004,2
210,1004,2
211,1004,2
212,1004,2
213,1004,2
214,1004,2
215,1004,2
216,1004,2
217,1004,2
218,1004,2
219,1004,2
220,1004,2
221,1004,2
222,1004,2
223,1004,2
224,1004,2
225,1004,2
226,1004,2
227,1004,2
228,1004,2
229,1004,2
230,1004,2
231,1004,2
232,1004,2
233,1004,2
234,1004,2
235,1004,2
236,1004,2
237,1004,2
238,1004,2
239,1004,2
240,1004,2
241,1004,2
242,1004,2
243,1004,2
244,1004,2
245,1004,2
246,1004,2
247,1004,2
248,1004,2
249,1004,2
250,1004,2
251,1004,2
252,1004,2
253,1004,2
254,1004,2
255,1004,2
256,1004,2
257,1004,2
258,1004,2
259,1004,2
260,1004,2
261,1004,2
262,1004,2
263,1004,2
264,1004,2
265,1004,2
266,1004,2
267,1004,2
268,1004,2
269,1004,2
270,1004,2
271,1004,2
272,1004,2
273,1004,2
274,1004,2
275,1004,2
276,1004,2
277,1004,2
278,1004,2
279,1004,2
280,1004,2
281,1004,2
282,1004,2
283,1004,2
284,1004,2
285,1004,2
286,1004,2
287,1004,2
288,1004,2
289,1004,2
290,1004,2
291,1004,2
292,1004,2
293,1004,2
294,1004,2
295,1004,2
296,1004,2
297,1004,2
298,1004,2
299,1004,2
300,1004,2
301,1004,2
302,1004,2
303,1004,2
304,1004,2
305,1004,2
306,1004,2
307,1004,2
308,1004,2
309,1004,2
310,1004,2
311,1004,2
312,1004,2
313,1004,2
314,1004,2
315,1004,2
316,1004,2
317,1004,2
318,1004,2
319,1004,2
320,1004,2
321,1004,2
322,1004,2
323,1004,2
324,1004,2
325,1004,2
326,1004,2
327,1004,2
328,1004,2
329,1004,2
330,1004,2
331,1004,2
332,1004,2
333,1004,2
334,1004,2
335,1004,2
336,1004,2
337,1004,2
338,1004,2
339,1004,2
340,1004,2
341,1004,2
342,1004,2
343,1004,2
344,1004,2
345,1004,2
346,1004,2
347,1004,2
348,1004,2
349,1004,2
350,1004,3
351,1004,3
352,1004,3
353,1004,3
354,1004,3
355,1004,3
356,1004,3
357,1004,3
358,1004,3
359,1004,3
360,1004,3
361,1004,3
362,1004,3
363,1004,3
364,1004,3
365,1004,3
366,1004,3
367,1004,3
368,1004,3
369,1004,3
370,1004,3
371,1004,3
372,1004,3
373,1004,3
374,1004,3
375,1004,3
376,1004,3
377,1004,3
378,1004,3
379,1004,3
380,1004,3
381,1004,3
382,1004,3
383,1004,3
384,1004,3
385,1004,3
386,1004,3
387,1004,3
388,1004,3
389,1004,3
390,1004,3
391,1004,3
392,1004,3
393,1004,3
394,1004,3
395,1004,3
396,1004,3
397,1004,3
398,1004,3
399,1004,3
400,1004,3
401,1004,3
402,1004,3
403,1004,3
404,1004,3
405,1004,3
406,1004,3
407,1004,3
408,1004,3
409,1004,3
410,1004,3
411,1004,3
412,1004,3
413,1004,3
414,1004,3
415,1004,3
416,1004,3
417,1004,3
418,1004,3
419,1004,3
420,1004,3
421,1004,3
422,1004,3
423,1004,3
424,1004,3
425,1004,3
426,1004,3
427,1004,3
428,1004,3
429,1004,3
430,1004,3
431,1004,3
432,1004,3
433,1004,3
434,1004,3
435,1004,3
436,1004,3
437,1004,3
